image,title,year,rating,description,genres
1993.jpg,Land of nomads,2020.0,7.3,"Fern, a 60-year-old woman, is left jobless and homeless when the only factory in her small town closes during an economic crisis. The only way out is to sink your meager treasure into a van and become one of the tribe of modern nomads who travel from state to state in search of seasonal income. The film ""Land of Nomads"" (2020) will be enjoyed by all fans of westerns and dramas in Ukrainian live.","['drama', 'western']"
1994.jpg,Once in London,2019.0,5.2,"The action of the film begins in 1939 in London. The capital of Great Britain is going through very difficult times, with large gangs ruling the streets. Gangsters settle any disputes with firearms, resulting in numerous casualties. Power in the city belongs to two brutal gangsters Billy Gill and Jack Comer. They rose so high by resorting to various manipulations: racketeering, blackmail, as well as excessive cruelty towards rivals. A real war is going on in the streets, but it will be even scarier in the near future, when the Kray twins will come to rule the criminal group. The film ""Once Upon a Time in London"" (2019) will be liked by all lovers of British-made crime.",['crime']
1995.jpg,The Fast and the Furious: Hobbes and Shaw,2019.0,6.5,"Luke Hobbs is one of those professionals who prefers to do his job well. He is an idealist and very demanding of himself. The hero of the movie ""The Fast and the Furious: Hobbes and Shaw"" does not like those who break the law and treats criminals as they deserve. The man who committed the crime knows that he cannot escape if Luke is on the case. But among the violators of public peace there are those who manage to be ahead of Luke by a few steps. The action begins at the moment when a federal agent and former British soldiers find themselves in a difficult position. They try to solve the problem, but understand that in order to succeed, they need to join forces with the one against whom they have been fighting for many years. At this moment, Luke realizes that the time has come to forget about differences and create an alliance with Deckard Shaw, who he considers one of the most dangerous criminals of our time. Together they must face the enemy. But will they be able to find a common language? If you like the series of films, then the Fast and Furious: Hobbes and Shaw part can bring a lot of positive emotions. Enjoy your viewing.","['action', 'adventure', 'comedy']"
1996.jpg,The Fast and the Furious 8,2017.0,6.6,"After completing another mission that lands Deckard Shaw behind bars, Dominic Toretto's team heads to New York to help Mr. Nobody solve a new problem. However, before taking part in the coolest race in the entire history of the city, they have to go on an intermediate mission to Cuba. The team is provided with all kinds of support by a representative of the law enforcement agencies, and their enemy is probably the most dangerous cybercriminal in the world. But the biggest problem is that the team will have to face not anyone, but their leader, who for unknown reasons switched to the other side. The movie ""Fast and Furious 8"" (2017) will be liked to watch in Ukrainian live by all fans of driving crime thrillers about races.","['adventure', 'crime', 'detective', 'thriller']"
1997.jpg,The Fast and the Furious 7,2015.0,7.1,"Dominic Toretto, together with his team, which he has long considered family, has passed more than one deadly test in his life. They have long been accustomed to danger and live with constant adrenaline in their blood. For them, the impossible simply does not exist and they are always ready to go to the end. These people conquered all the cities they ever visited. They crossed paths with many influential people and destroyed the dangerous international criminal Owen Shaw. But now they will all have to face a very dangerous enemy, Deckard Shaw, whose main goal is to avenge the death of his brother. The main problem is that this famous criminal always dictates his own rules and there are simply no boundaries for him. All fans of crime thrillers will enjoy watching the movie ""Fast and Furious 7"" (2015) in Ukrainian live.","['crime', 'drama', 'thriller']"
1998.jpg,The Fast and the Furious 6,2013.0,7.0,"Dominic Toretto and ex-policeman Brian O'Connor used to be enemies, but over time they became best friends who saved each other's lives more than once. After the last case in Rio, when a dangerous criminal group was destroyed, Dominic's team received a hundred million dollars and went to different corners of the earth. For a while, they all manage to live peacefully, without dangerous incidents, but they cannot return home, because they are forced to hide from the law. One day they get a chance to fix everything - special agent Luke Hobbs offers Dominic and his people a deal. They must stop a group of mercenaries who have committed terrorist acts in several countries around the world. The matter is complicated by the fact that Letty, Dominika's beloved girlfriend, whom everyone thought was dead, was spotted in the gang. All fans of crime thrillers will enjoy watching the movie ""Fast and Furious 6"" (2013) in Ukrainian live.","['action', 'adventure', 'crime', 'drama', 'thriller']"
1999.jpg,The Fast and the Furious #19 / Wheelbarrow #19,2013.0,4.9,"Michael Woods lost his family because of his addiction to alcohol. He decided to stop drinking and regain his happy life. He goes to South Africa to meet his ex-wife. However, as soon as he arrives in this country, he immediately finds himself in a very unpleasant situation. Having rented a car, after some time, Michael discovers a dark-skinned girl, Rachel, in the trunk. He learns that she has secret information related to the sex trade. This business is headed by the local police chief, whose case is being considered in court. Rachel is the only witness and therefore the mafia is hunting her. Criminals are ready to do anything, if only she does not get to the courtroom. The only person who can help her is Michael Woods. The movie ""Fast and Furious No. 19 / Car No. 19"" (2013) will be enjoyed by all fans of fast racing and driving in Ukrainian.","['action', 'adventure', 'crime', 'drama', 'thriller']"
2000.jpg,The Fast and the Furious 5: Fast Five. Robbery in Rio,2011.0,7.3,"According to the plot of the movie, the quarrel between Brian O-Connor and Dominic Toretto is already forgotten. And they continue their criminal activities again, while diligently observing all precautionary measures. Having committed another crime, the gang is forced to move to another area in order not to give the police any chance to track them down. The scene after the credits leaves us no choice but to wait for the continuation of our favorite action movie ""Fast and Furious 5: The Fast and the Furious. Robbery in Rio"" (2011) will be enjoyable to watch live in Ukrainian for all fans of the series about fast races and crime.","['action', 'adventure', 'crime', 'thriller']"
2001.jpg,Fast and Furious 4,2009.0,6.5,"Toretto has been successfully hiding from justice for many years. And one day, he returns to his native Los Angeles. And here his path crosses again with the bogus policeman Brian O'Connor. Forgotten enmity flares up with new force. But the couple managed to get one very influential dude as their common enemy. A common enemy forces two boys to unite. And again, newly-made friends get behind the wheel of powerful steel monsters and rush to meet troubles with great speed... The movie ""Fast and Furious 4"" (2009) will be liked to watch in Ukrainian live by all fans of crime films and dramas.","['crime', 'drama', 'thriller']"
2002.jpg,Triple Fast and Furious: Tokyo Drift,2006.0,6.1,"Sean Boswell is a young man whose blood is not blood, but high-octane gasoline. Having sinned a little in his hometown and falling under the watchful eye of the authorities, the boy leaves the USA. He finds refuge in Japan, where his father is serving. But here the guy feels completely out of his element. As long as the forbidden races do not appear in his life... The film ""Triple Fast and Furious: Tokyo Drift"" (2006) will be enjoyed by all fans of crime thrillers and dramas in Ukrainian live.","['crime', 'drama', 'thriller']"
2003.jpg,Double Fast and Furious,2003.0,5.9,"Again, the audience is waiting for a meeting with Brian O'Conner, only in this second part of Fast and Furious, the main character is already forced to work for the FBI. Brian, who retired from the police, goes to Miami, bought a cool new car and made new friends related to the racing business. The movie ""Double Fast and Furious"" (2003) will be liked to watch in Ukrainian live by all fans of thrillers and crime.","['crime', 'thriller']"
2004.jpg,Fast and Furious 1,2001.0,6.8,"In the distant 2001, a new cult action film appeared on our screens, which marked the beginning of an entire era in ""cool"" cinema. The picture, directed by Rob Cohen and starring Vin Diesel, was a great success with the audience. At the global box office, the film collected good money, more than 200 million dollars. The dynamic plot and the excellent performance of the actors together with the energetic music will not let you tear yourself away from the monitor screen until the very final credits. Briefly about the plot of the picture. Brian is one of the many fans of steel monsters with well-maintained engines and bright looks. He challenges the well-known racer Domenik Toretto. The conclusion is natural. Domenic wins the race, but loses to his sister. But Brian has another side of life. He is a secret agent of the police, in whose interests it is as soon as possible to uncover a gang of brazen thieves who are brawling on the roads...","['action', 'crime', 'sport', 'thriller']"
2005.jpg,The year that changed the world,2021.0,8.2,"Modern society has faced a very difficult test. The whole world was forced to go into quarantine caused by the outbreak of the coronavirus. People closed themselves in their houses, not having the opportunity to live in the old rhythm. But our life in isolation allowed nature to begin to recover. What exactly happened at that time to living beings on the planet? How did the global pandemic affect the flora and fauna of our planet? David Attenborough will try to talk about it in as much detail as possible. The film ""The Year That Changed the World"" (2021) will be interesting to watch live for all fans of documentaries.",['documentary']
2006.jpg,The Scorpion King 4: The Lost Throne,2015.0,4.1,"Metaes is a brave warrior, the last of the Order of the Black Scorpion. Together with his apprentice Dreiser, he goes in search of the Urn of Kings, which gives its owner unprecedented power. According to legend, it was owned by the great sorcerer king Alkaman, who had the ability to control fire and move through the air. Having completed a huge journey, he finds the urn, but he never succeeds in becoming its owner, because Dreiser, seduced by the power of the magic cup, betrays his teacher. After that, the Urn of Kings turns out to be in the hands of the formidable king Almarad, who dreams of taking over the whole world. However, in order to obtain unlimited power, it is necessary to decipher the magical inscriptions that were once left on the bowl by a powerful sorcerer. While the best sages of Almarad try to read the spell, Metaes tries with all his might to prevent the king from carrying out his sinister plans... The movie ""The Scorpion King 4: The Lost Throne"" (2015) will be liked to watch in Ukrainian live by all fans of adventure, fantasy and drama.","['adventure', 'fantasy']"
2007.jpg,Hollywood scam,2020.0,5.7,"Max Barber is a typical Hollywood producer, which means he is also a swindler. And so he finally got his way: he owes a lot to the mafia boss, and now he can only be saved by the money that can be obtained from the insurance in the event of the death of the movie star. It remains only to add more scenes with dangerous explosions and mind-blowing stunts. It's just that in life, everything always tends to go against the script, and it's not so easy to kill the main character. But the movie turns out to be incredibly spectacular... All fans of crime comedies will enjoy watching the movie ""Hollywood Scam"" (2020) live in Ukrainian.","['comedy', 'crime']"
2008.jpg,El Camino: Letting go of the shore,2019.0,7.3,"The plot of this crime drama begins with Jesse Pinkman's recollection of meeting Mike Ehrmantraut. Later, according to the plot of ""El Camino: Offshore"", Jesse escapes from the drug lab on El Camino of Todd Alquist (a member of the neo-Nazi gang that held Jesse captive). Our hero drives up to the house where his old friends Skinny Pete and Badger live and stays with them for one night. Trying to cover his tracks, Jesse calls an old acquaintance - the owner of the car junkyard, Old Joe, to drive the El Camino to the junkyard. After leaving for Jesse's, Joe inspects the car and changes his mind about helping when he discovers a beacon in the car that can be used to track him.","['crime', 'drama', 'thriller']"
2009.jpg,Defender,2021.0,5.7,"After retirement, the former marine settled on his own ranch, located far from civilization near the Mexican border. One day he witnesses a mother and child crossing the border illegally. It soon became clear that they were being chased by people from a large drug cartel. During the shootout, a woman dies and asks a stranger to take care of her son and help him get to Chicago, where their relatives live. The defender assumes this responsibility. He understands that there are cartel people among the border guards, so it is better not to turn to the authorities. Jim must recall the skills of a professional sniper in order to fulfill a promise made to his dying mother. Now he has no one to count on, and has to fight alone against a huge mafia system. All fans of crime thrillers will enjoy watching the film ""The Voice"" (2021) in Ukrainian live.","['action', 'crime', 'thriller']"
2010.jpg,The seventh day,2021.0,4.5,"The action of the film takes place in New Orleans. Father Daniel arrives at the local church, who is to be trained by an experienced exorcist. Here the hero must understand all the secrets of exorcising demons from possessed people. On the very first day, a young man is brought to the church, who is accused of a terrible crime. Church representatives are convinced that he committed it under the influence of evil forces. Real hell on Earth awaits Daniel ahead, as he has to deal with his own demons. Will he be able to pass the test and will his faith not be shaken? The film ""The Seventh Day"" (2021) will be interesting to watch live for all fans of horror films about otherworldly forces.",['horror']
2011.jpg,Monster hunter,2020.0,5.2,"The events described in the presented film will unfold on the territory of the world, which was in another dimension. In it, all the power belonged to dangerous and terrible monsters who were the masters of mighty power. It seemed that they all treated strangers and uninvited guests equally and were ready to invite the destruction of all those who would ever want to encroach on their possessions. Events begin to unfold immediately after Lieutenant Artemis wants to unite with elite soldiers of a special unit in order to cope with a space tunnel to a parallel world together. The movie ""Monster Hunter"" (2020) will be liked to watch in Ukrainian live by all fans of adventures and action movies.","['action', 'adventure', 'fantasy']"
2012.jpg,Tuscaloosa: Paradise City,2019.0,5.2,"Billy Mitchell is a twenty-two-year-old attractive guy who graduated from a prestigious university. He is sincerely glad that now he has to enter adult life. All doors are open to him because he is smart, rich and handsome. The young boy is convinced that he should become part of the upper world, where he can find worthy partners and a wife with a good dowry. His father owns a psychiatric clinic where he spends most of his time helping patients. It is here that Billy meets the very strange, but charming, Virginia. The girl overturns his whole idea of ​​life and forces him to reconsider his priorities. The movie ""Tuscaloosa: Paradise City"" (2019) will be liked by all lovers of dramas and melodramas.",['drama']
2013.jpg,Ma Rainey: Mother of the Blues,2020.0,6.9,"The film takes place in Chicago in 1927. At that time, there were still racial prejudices, and the color of a person's skin was of great importance. Ma Rainey is a popular blues star who is trying to record a new album at one of the recording studios. But there are people in the team who are not satisfied with the established order. Lefty, being a trumpeter, wants to be in the front ranks. Only Ma Rainey, who has a complex character, intends to put everything in its place. White producers see the benefits of the audience differently. They are even able to take away the rights to the work of a blues artist. Managers forbid Livy from performing their songs. They bully the black guy, showing him as nothing more than a worker. After suppressing his resentment, the trumpeter decides to unite with Ma to achieve a common goal - to take his music and win an honorable place on the musical Olympus. The film ""Ma Rainey: Mother of the Blues"" (2020) will be enjoyed by all fans of musical dramas in Ukrainian.","['drama', 'music', 'musical']"
2014.jpg,Girl swinger,2020.0,4.8,"Anna is a young girl who faced a series of endless problems. First, her mother died, and then she found out that her father had been sleeping with men for a long time. Trying to escape from these family problems, Anna accidentally burns down her own restaurant. From that moment on, her whole life is falling apart, and it seems that she will never be able to fix everything. But at this moment, Charlene's friend offers the heroine to enroll in an underground fighting club. She is sure that this will help Anna to get rid of depression, because she will be able to release all her anger in the ring. The girl agrees to this experiment, which will soon open unexplored frontiers for her. All lovers of comedy and sports dramas will enjoy watching the movie ""Girl's Swinger"" (2020).","['action', 'comedy', 'drama', 'sport']"
2015.jpg,A night in paradise,2020.0,6.8,"The film ""Night in Paradise"" will remind you that revenge can trigger an avalanche of consequences, generating evil and violence. The Korean bandit Tae-gu has positive human qualities, such as caring for loved ones and soulfulness. He always helps his family, supports his boss Yang in every possible way and is loyal to his clan. Once, the boss of competitors offered to switch to work for him, and heard a natural refusal. Coincidence or not, but soon the hero's sister and her little daughter got into a car accident with a tragic result, an explosive device went off. The grieving brother and uncle are sure that their relatives suffered at the hands of rivals and begin to take cold-blooded revenge. Like a domino effect, a real carnage is unleashed among Seoul's criminal gangs. Mr. Young ordered his assistant to lie in wait and wait out the commotion. For this purpose, Tae-gu goes to a resort located on an island. There he is met by Che En - a relative of a smuggler and arms dealer, who does not really want to live. And why should she cling to it, if she knows about her fatal diagnosis? The meeting of a terminally ill girl and a criminal sentenced to death on an island with picturesque sunsets will be fateful and will change the lives of many people. The film ""Night in Paradise"" (2020) will be interesting to watch live for all fans of crime dramas with elements of a thriller.","['crime', 'drama', 'thriller']"
2016.jpg,Seen and Heard,2021.0,5.3,"A married couple is in the center of attention. Their life can be called happy, despite the presence of some problems. They decide to take a serious step and move from Manhattan to a small town. Here they plan to start a new life. But soon the young woman begins to suspect that her husband and their new family haven harbor some sinister secrets. Is it really so, and what lies ahead for her? The film ""Seen and Heard"" (2021) will be liked by all lovers of detective dramas, thrillers and horrors.","['detective', 'drama', 'horror', 'thriller']"
2017.jpg,Tom and Jerry,2021.0,5.3,"Kayla is a young girl who is experiencing great financial difficulties. One day, in search of free food, she ends up in a posh hotel. However, instead of lunch, she manages to get a prestigious position. For this, the heroine used someone else's resume, which accidentally fell into her hands. Now she has to organize a celebrity wedding, which should be done in Indian style. Just at this time, another unexpected guest appears in the hotel - Jeri's mouse. Kayla realizes that the presence of a rodent can spoil the holiday, so she decides to get rid of it. To do this, she hires Tom the cat, whose task is to chase away the mouse from the hotel. But instead of solving one problem, it condemns itself to many other difficulties. The movie ""Tom and Jerry"" (2021) will be liked to watch in Ukrainian live by all fans of funny adventures about a cat and a mouse, which relentlessly hunt each other and get into witty and funny situations.","['adventure', 'animation', 'comedy', 'family']"
2018.jpg,Chadwick Boseman: Portrait of an Artist,2021.0,6.3,"Inspirational documentary-biographical drama about the talented and promising actor and screenwriter Chadwick Aaron Boseman, known for his roles as Black Panther in the film of the same name, baseball player Jackie Robinson in the biographical film ""42"", singer James Brown in the film ""The Way Up"" and other roles. Chadwick Boseman died on August 28, 2020. According to film critics, actors and directors, he was one of the most talented actors of the new generation. His potential was visible in the few films he starred in. True, it was not the drama that brought him world fame, but the action film ""Black Panther"". The film ""Chadwick Boseman: Portrait of the Artist"" (2021) will be enjoyed by Ukrainian fans of biographical and documentary stories.",['documentary']
2019.jpg,Boyfriend for the holidays / Plus one for the holidays / Couple for the holidays,2020.0,6.2,"Sloan is a charming young girl who devotes herself to her career. She works a lot and has no time for her personal life. In fact, the heroine is in no hurry to start a relationship that she simply does not need. Lately, she has come to hate family holidays, because they constantly ask her unpleasant questions about her personal life. But one day she meets a young guy named Jackson, who experiences exactly the same problems. As a result, they make a contract among themselves, according to which they will go to family dinners throughout the year, presenting themselves as a couple. But what consequences can this lie lead to? All fans of romantic and melodramatic comedies will enjoy watching the movie ""Boy for the holidays / Plus one for the holidays / Couple for the holidays"" (2020) in Ukrainian live.","['comedy', 'melodrama']"
2020.jpg,Yes Day,2021.0,5.7,"In the center of the plot of the film ""Yes Day"" is a family, where mom and dad decide to relax their children's lessons a little and fulfill any of their wishes for one day. Distracted by everyday life and routine, adults forget that children seek parental attention, are always ready for adventures and games. In order to learn a certain lesson in relations with children, parents change their usual approach to education and decide to be on the same page with their children, increasing their creative potential and trying to become even closer friends with them. The touching story will show a picture of children's immediacy and kindness. The storyline of the comedy forces the viewer to immerse himself in the relationships and experiences of generations of different ages, provides light unobtrusive humor, and demonstrates the playful dynamics of relations between the characters. The immediacy of babies calls on the household to look at the world through their eyes, to pay attention to their aspirations. And ancestors learn understanding and love from children. What spectrum of imagination do you think the child has? Agree, it will be interesting to watch! The movie ""The Day of Tak"" (2021) will be interesting to watch live for all fans of comedy and family adventures.","['comedy', 'family']"
2021.jpg,Thunder forces,2021.0,4.6,"According to the plot of this comedy film wrapped in the shell of superhero fiction, the world is full of various villains with inhuman abilities, and worthy protagonists are in short supply. But the power of thunder will one day awaken real avengers on Earth. Who would have thought that they would turn out to be two plump women. Emily Stanton is a talented scientist-inventor from Chicago who is engaged in a special project. She manages to synthesize a formula that turns a person into a creature, giving it incredible power. She is completely absorbed in creative work and for this reason she has almost no free time. She quarreled with her only friend a long time ago, but suddenly this lady reappears in Emily's life. As a result of the mistake, both heroines get superpowers. And this is all very appropriate, because suddenly the city begins to be terrorized by a villain nicknamed the King. A dynamic duo of two young ladies is the last obstacle for a dangerous criminal. Dressed in eerily skin-tight costumes, the newly appeared super-ladies are directed to perform feats. Now the most important thing is not to do things yourself. We recommend watching the film ""Thunder Forces"" (2021) live in Ukrainian to all fans of raunchy comedic action films.","['adventure', 'comedy', 'fantasy']"
2022.jpg,War with grandfather,2020.0,5.7,"12-year-old Peter is delighted that his grandfather Ed is moving into the house, who recently had a fight with a security guard in a supermarket and, on the advice of the police, went to live with his daughter. However, the boy is happy only as long as Ed does NOT move into his room, and he himself is not forced to live in a terrible attic. Although the hero loves his grandfather, he still wants to return to his room more, so he declares war on his elderly relative. With the help of his friends, Peter comes up with crazy plans to evict Ed. However, the grandfather turns out to be cooler than it seems at first glance and responds to the grandson with even crazier pranks... The film ""War with Grandfather"" (2020) will be enjoyed by all fans of good comedies that should be watched in the family circle.","['comedy', 'drama', 'family']"
2023.jpg,Rebel Odin. Star Wars: The Story,2016.0,7.8,"The director, who feels love for the ocean, decides to document the damage that humans cause to marine animals and exposes the terrible corruption of the world level. The film ""Sea Conspiracy"" (2021) will be liked to watch in Ukrainian live by all fans of documentary films.","['adventure', 'documentary']"
2024.jpg,Biggie: I have a story to tell,2021.0,6.8,"The documentary, with rare footage and in-depth interviews, illuminates the life of Notorious B.I.G and his journey from drug dealer to king of rap. The documentary Biggie: I Got a Story to Tell premiered March 1 on Netflix. The tape tells about the performer's childhood and his way to fame, as well as about the problems in the family that arose after his popularity. The film also featured previously unpublished footage from the studio and concert recordings. The film stars the performer's mother Voletti Wallace, rapper and businessman Sean Combs, known as Diddy, singer and ex-wife of Biggie Faith Evans, as well as his friends and colleagues. The director was Emmett Malloy, known for music videos for The White Stripes, The Kooks and Vampire Weekend. According to Voletta Wallace, this will be ""the first documentary in which the main attention was paid to the experience and life of her son, and not to the circumstances of his death."" The film ""Biggie: I Have a Story to Tell"" (2021) will be enjoyed by all fans of biographical documentaries in Ukrainian.","['biography', 'documentary', 'music', 'musical']"
2025.jpg,A legacy of lies,2020.0,5.1,"Ex-CIA agent Martin Baxter defies his former employers and tries to uncover a global conspiracy. According to the plot ""Legacy of Lies"", together with the Ukrainian journalist Sasha, who discovered secret documents that shed light on global political deception, Martin fights against the injustice, cruelty and inhumanity of the world system, which will stop at nothing to remain stable. Our hero will have a hard time, but he is not one of the timid ten to give up without a fight. This game with death will be remembered by him for many years, if of course he remains alive. The film ""Inheritance of Lies"" (2020) will be enjoyed by all fans of cool old-school action movies in Ukrainian.","['action', 'thriller']"
2026.jpg,Astral: Online / Host,2020.0,6.5,"The coronavirus has rapidly changed people's lives. Many began to use the latest programs for learning and to communicate using the Internet. A group of friends decide to have a spiritual session online to have some fun. But they could not even imagine what this seemingly innocent joke would lead to. Strange things began to happen to each of the participants. At first, they thought that it was a bug in the online application, then they complained about a virus that had penetrated the computer. But soon they began to realize that they encountered a real paranormal phenomenon. Their actions led to the awakening of an evil spirit that goes on a hunt. The movie ""Astral: Online / Host"" (2020) will be enjoyed by all fans of the horror series about paranormal phenomena.","['detective', 'horror', 'thriller']"
2027.jpg,Made in Italy,2020.0,6.0,"A very interesting personality will be in the center of attention. The man decided to dedicate himself to art from his youth. His talents were noticed and he is now a successful bohemian artist in London. Robert loves his work and he and his son go to Italy to sell the house they inherited there. Upon arrival, they immediately notice many jambs, because the beautiful villa is almost falling apart. The main characters immediately act, although they do not know anything about repairs. They are not alone, because the protagonist manages to get in touch with a neighbor who rushed to help. The son also makes new acquaintances that help him cope with a difficult psychological state. All fans of dramatic comedies will like watching the movie ""Made in Italy"" (2020) in Ukrainian live.","['comedy', 'drama']"
2028.jpg,Convoy,1978.0,6.3,"Truck drivers have a conflict with the sheriff. As a protest, truckers arrange a convoy, that is, a convoy of many trucks, which oppose police corruption, shady politics and state laws. And speeding along the road of America, their number increases due to the fact that many other cars join them. A long-range fighter nicknamed ""Rubber Duck"" becomes the head of their convoy, who was chosen by the majority. Gradually, the protest begins to gather momentum and transforms into a social movement, which may be dangerous for the governor... The film ""Convoy"" (1978) will be enjoyed by all fans of comedy adventures and dramas in Ukrainian live.","['adventure', 'comedy', 'drama']"
2029.jpg,Uncle Buck,1989.0,7.1,"One day, the kind and unfailing uncle Buck, a staunch bachelor, is asked to sit with his nephews, since the grandfather, who lives in another city, had a heart attack, and there is no one to look after the children. The uncle has a difficult task, because he was asked to take care of three unbearable children for a week, and they are all of different ages. It was unexpected for him that he became a housewife and an educator. This situation dramatically changes the lives of both these children and Uncle Buck himself... All fans of family comedies will enjoy watching the film ""Uncle Buck"" (1989) in Ukrainian live.","['comedy', 'drama', 'family']"
2030.jpg,Canadian bacon,1995.0,5.9,"The US president needs to stay for a second term. For this he needs the support of voters. In order to win votes during the election campaign, political image makers decide to create the appearance of a real war. No one believes in the seriousness of the intentions of the Canadian ""aggressors"", except for the stupid sheriff of a small American town, who decides to repel the invaders on his own! The film ""Canadian Bacon"" (1995) will be enjoyed by all comedy fans in Ukrainian.",['comedy']
2031.jpg,Wolf man,2010.0,5.8,"The events of the picture take place in 1891, when Lawrence Talbot returns to his father's estate immediately after the disappearance of his brother. Talbot undertakes to investigate all the circumstances surrounding his brother's disappearance and soon he manages to track down the man who turned out to be a werewolf and as a result his curse is passed on to him. Investigator Amberline notices strange changes with Lawrence and sends him to a clinic for the insane. After some time, his father visits him and tells him the terrible secret that it was he who killed his mother and brother and it was he who was the werewolf that bit him. One day, the director of the clinic is going to prove to everyone, including the investigator Amberline, that werewolves do not exist. The film ""Wolf Man"" (2010) will be enjoyed by all fans of historical thrillers and horrors.","['drama', 'fantasy', 'historical', 'horror', 'thriller']"
2032.jpg,East Wind 4: Arrival of Ari,2019.0,5.6,"Miki loved horses all her life. She regularly won prestigious races, but one day an accident happened to her, in which the girl blames only herself. From that moment on, a black streak began in her life. At this time, Gut Kaltenbach is doing everything possible to get the first roles in the estate. She doesn't hesitate to use pretty nasty methods. For her grandmother Maria and riding instructor Caan, this behavior is simply unacceptable. They try to do everything they can to convince the ambitious Gut, but she just won't listen to them. And after some time, Ari comes to the estate... The film ""East Wind 4: The Legend of the Warrior"" (2019) will be enjoyed by all fans of detective horrors in Ukrainian live.","['adventure', 'family']"
2033.jpg,East Wind 3: Ora's Legacy,2017.0,6.0,"Mika is a young girl who receives many clients every day who come to her about their horses. The girl tells them only the truth, but no one wants to listen to her, looking for a problem anywhere, but not in herself. However, Mika stands her ground, as she does not want to harm her beloved animal and really does not like it when the owner of the horse ignores her, thinking only of his person. She is tired of her customers' arrogance and constant complaints and dreams of spending more time with her horse Ostwind, who is able to jump a fence to see Mika. Recently, the girl has been haunted by one mysterious dream, which she really wants to understand. Mika is sure that the drawing on Ostwind as a brand will help her find the place where he comes from, so she immediately sets off on a journey... The movie ""East Wind 3: Ora's Legacy"" (2017) will be enjoyed by all fans of family adventures in Ukrainian.","['adventure', 'family']"
2034.jpg,Last days on Mars,2013.0,5.5,"For countless years, humanity has been trying to find confirmation that we are not alone in the vast universe, that there is still life somewhere. Flights to the moon did not lead to positive results, and now scientists have high hopes for the ""Red"" planet. A team of researchers was sent to Mars, who spent a lot of time studying this mysterious planet. They have a few days left here, and they will go home. In order not to waste time waiting for the ship, scientists continue to study the obtained materials. Completely unexpectedly for themselves, they discover traces of a life form on the ground. After this discovery, two of the members of the group decide to go to the Martian valley... The film ""Last Days on Mars"" (2013) will be enjoyed by all fans of fantasy and horror in Ukrainian.","['horror', 'thriller']"
2035.jpg,Guilty,2018.0,7.5,"Will Sharp is a future lawyer who hopes to get a single seat at the bar. For this, he needs to show all his professionalism and ability to selflessly protect clients. Will was lucky enough to have an internship with Caroline herself. She is a very experienced lawyer and in a matter of minutes can determine when a person is lying, trying to divert suspicion from himself. Will is present at the interrogation of a man accused of brutally beating a man. The victim is in a coma, which complicates the situation of the accused. During the interrogation, Caroline manages to catch the criminal, and Will is convinced of his guilt. But the guy thought that he had to protect only honest people who were under arrest due to a misunderstanding... All fans of criminal thrillers and dramas will like watching the movie ""Guilty"" (2018) live in Ukrainian.","['crime', 'drama', 'thriller']"
2036.jpg,Cross the border / Cross the border,2005.0,7.8,"The picture is dedicated to the life story of the legendary country singer Johnny Cash, as well as his beloved wife June Carter. Cash's youth was spent in Arkansas and was overshadowed by the death of his older brother and contempt from his father. The future singer and musician served in the US Air Force. At the age of 23, he released his first hit ""Cry, cry, cry"". After some time, Cash went on a tour of the country with Elvis Presley, June Carter and Jerry Lee Lewis, with whom he had been hopelessly in love for 10 years. In 1968, June and Cash got married and lived together until his death. Periodically in Kesh's life, his harmful addiction to alcohol and amphetamines was revealed. All fans of musicals, biographies and dramas will enjoy watching the film ""Cross the border / Perestupyti mezh"" (1948) in Ukrainian live.","['biography', 'drama', 'melodrama', 'music', 'musical']"
2037.jpg,selfie,2019.0,5.8,"New technologies have rapidly invaded people's lives, and now it is difficult to imagine a person who does not have access to the Internet. People spend a huge amount of time on social networks, posting their photos and videos. But very often their pictures and stories do not show the real state of affairs. Photos are processed by various programs, bringing the picture to perfection, videos often turn out to be staged. Watching pictures of someone else's ideal life, many people begin to feel a sense of inferiority and envy. Many people do not even think about the fact that the news feeds of popular social networks can drive the user to hysterics. The plot of the film will tell the stories of various people who feel addicted to the desire to present their lives in a better light. They are ready for anything to get the perfect Selfie... The movie ""Selfie"" (2019) will be enjoyed by all comedy fans in Ukrainian live.",['comedy']
2038.jpg,Special forces: Under siege,2017.0,4.6,"The plot of the action film Spetsnaz: Under siege tells about a joint operation1 of the anti-drug department and special forces aimed at eliminating cartel members. The operation ends in a shootout. Special forces agent Travis Hall takes hostage a mysterious man with a scorpion tattoo. The special forces unit is attacked one after another with the aim of freeing a prisoner known by the nickname Scorpion because of a distinctive tattoo on his back. Travis later learns that their hostage is a government double agent embedded in the cartel. The film ""Spetsnaz: Under Siege"" (2017) will be enjoyed by all fans of crime thrillers in Ukrainian live.","['crime', 'thriller']"
